aforizm,maxim,3.37,2.55,3.32,NN
aforizma,maxim,3.37,2.55,3.32,NN
Afrika,african,3.71,2.56,3.4,NN
afrika antilobu,wildebeest,3.11,2.56,2.74,NN
afrodizyak^,aphrodisiac,3.72,3.48,3.02,NN
afsun,enchantment,3.9,3.15,3.11,NN
afsuncu,charmer,3.77,2.9,3.43,NN
afsunlu,enchanted,4.08,3.14,3.5,ADJ
afyon,opium,2.21,2.33,2.84,NN
ağ,mesh,3.13,2.06,3.09,NN
ağ kurma,networking,3.3,2.36,3.66,NN
ağ kurşunu,sinker,2.92,2.23,2.48,NN
ağ yatak^,hammock,3.98,1.95,3.11,NN
ağ<ız,mouth,3.3,2.57,3.5,NN
ağaç çileği,raspberry,4.15,2.36,3.67,NN
ağaç sakızı,resin,2.92,2.34,2.9,NN
ağac^,tree,4.3,1.84,3.31,NN
ağaçkakan,woodpecker,3.38,2.74,3.18,NN
ağartıcı,bleach,2.81,3.15,2.95,NN
ağı,hemlock,2.83,2.43,3.1,NN
ağıl,halo,3.82,2.14,3.2,NN
ağılama,poisoning,1.64,3.68,2.37,NN
ağır,heavy,2.89,2.33,2.31,ADJ
ağır basan,overriding,2.69,2.83,3.06,NN
ağır metal,heavy metal,2.81,2.93,3.18,NN
ağır silahlar,artillery,2.55,2.78,2.82,NN
ağırbaşlı,sober,3.48,2.66,3.93,ADJ
ağırbaşlılık^,weight,2.46,2.53,3.48,NN
ağırlaştırmak,aggravate,1.78,3.45,2.93,VB
ağırlık^,weight,2.46,2.53,3.48,NN
ağırsiklet,heavyweight,2.69,2.42,3.27,NN
ağıt^,lament,2.58,2.17,2.24,NN
ağız dalaşı,altercation,2.31,3.31,2.7,NN
ağız kavafı,loudmouth,2.12,3.11,2.7,NN
ağız kavgası,squabble,2.3,2.53,2.31,NN
ağız yoluyla,oral,2.98,2.67,2.78,ADJ
ağızlık^,mouthpiece,2.83,2.31,2.81,NN
yem,bait,2.5,2.25,3.48,NN
ağlak,weepy,2.03,2.5,2.43,ADJ
ağla>mak,cry,2.11,3.23,1.78,VB
ağlamaklı,weepy,2.03,2.5,2.43,ADJ
ağlamalı,weepy,2.03,2.5,2.43,ADJ
ağlamsı,weepy,2.03,2.5,2.43,ADJ
ağlatı,tragedy,1.56,3.9,2.01,NN
ağmak,alight,3.34,2.43,3.44,VB
agreman,compatibility,3.75,3.16,3.25,NN
agresif,aggressive,2.04,3.44,3.25,ADJ
ağrımak,ache,2.14,2.65,2.5,VB
ağrı kesici,painkiller,3.22,2.2,2.84,NN
ağrı olmaksızın,painless,4.2,2.55,3.36,ADV
ağrısız,painless,4.2,2.55,3.36,ADJ
aguş,bosom,3.72,2.85,3,NN
ağzı,jaws,2.71,3.46,2.84,NN
ağzına kadar dolu,brim,3.11,2.5,2.9,NN
ağzında yuvarla>mak,slur,1.95,2.24,2.74,VB
ah<it^,covenant,3.11,2.5,3.18,NN
aha,behold,3.74,2.44,3.8,UH
ahacık,behold,3.74,2.44,3.8,UH
ahali,hand,3.45,2.49,3.44,NN
ahbap^,pal,3.84,2.13,3.06,NN
ahbaplık^,law,2.78,2.28,2.92,NN
ahbaplık et^mek,confer,3.05,1.74,2.88,VB
ahd-i cedit^,bible,3.37,2.33,3,NN
ahenk^,unison,3.38,2.22,3.61,NN
ahenkli,compatible,3.65,2.52,3.65,ADJ
ahenksiz,incompatible,2.1,2.31,2.23,ADJ
ahi,generous,4.22,3.35,3.91,NN
ahilik^,bounty,2.69,2.93,3.23,NN
ahiret,afterlife,3.27,2.66,3.43,NN
ahiret yolculuğu,death,1.45,3.27,2.21,NN
ahır,stall,2.66,1.95,3.13,ADJ
ahlak,morality,3.74,2.88,3.75,NN
ahlak dışı,immoral,1.9,3.21,2.58,NN
ahlak kuralları,ethics,3.5,2.36,3.8,NN
ahlaka aykırı,immorality,2.66,3.41,2.5,NN
ahlaki,ethical,3.39,2.39,3.36,ADJ
ahlaksız,wanton,3.12,2.08,2.57,ADJ
ahlaksızlık^,depravity,2.03,2.68,2.45,NN
ahmak^,twerp,2.63,2.62,3.08,ADJ
ahmaklık^,idiocy,2.05,2.58,2.48,NN
ahşap^,wood,3.41,2.25,3.69,NN
ahşaptan,wooden,3.14,2.5,3.4,ADJ
ahtapot,octopus,3.5,3.05,3.38,NN
ahu,gazelle,3.74,2.53,3.1,NN
ahududu,raspberry,4.15,2.36,3.67,NN
aids,aids,2.26,2.38,2.94,NN
AİDS,AIDS,1.17,3,2.28,NN
aile,family,4.13,2.68,3.49,NN
ailesel,parental,3.61,1.87,3.47,ADJ
ait olmak,belong,3.75,1.95,3.22,VB
ajan,agent,3.12,2.22,3.33,NN
ajans,agency,3.07,2.09,2.95,NN
ajitatör,provocative,3.24,3.45,2.9,NN
ajur,antique,3.75,2.5,3.4,NN
ak<it^,contract,3.05,2.48,3.92,NN
ak<ıl,intellect,3.81,2.71,3.85,ADJ
akaç,drainpipe,2.76,1.96,2.86,NN
akaçlama,drainage,2.45,2.26,2.83,NN
akademi,academy,3.16,2.39,3.19,NN
akademik^,academic,3.81,2.16,3.61,ADJ
akak^,drainpipe,2.76,1.96,2.86,NN
akamet,infertility,2,2.9,1.81,NN
akar,mite,2.45,2.84,3.1,NN
akaret,mite,2.45,2.84,3.1,NN
akarsu,dismantle,2.87,2.53,2.75,NN
akbaba,vulture,2.12,3,2.72,NN
akçaağac^,maple,3.55,2.39,3.24,NN
akçasal,monetary,3.66,2.73,3.31,ADJ
akçe,bankroll,3.53,2.98,3.29,NN
akciğer,lung,2.92,1.82,2.87,NN
akciğerli,pulmonary,2.89,2.37,2.9,ADJ
akdiken,mayflower,3.15,1.96,3.13,NN
akide,belief,3.57,2.48,4.09,NN
akil,smart,4.37,2.41,3.91,ADJ
akil baliğ,teenager,2.79,2.62,2.65,ADJ
akı,flux,2.59,2.59,2.9,NN
akıbet,aftermath,2.65,3.19,2.62,NN
akıcı,fluent,3.77,2.45,3.37,ADJ
akıcı okunabilen,fluent,3.77,2.45,3.37,ADJ
akıl almaz,inconceivable,3.03,2.71,2.74,ADJ
akıl hocası,mentor,4.03,2.25,3.8,NN
akılda kalıcı,catchy,3.11,2.5,3.3,NN
akıllı,smart,4.37,2.41,3.91,ADJ
akıllıca,plausible,3.19,2.05,3.25,ADJ
akıllılık^,cleverness,3.98,3.28,4.05,NN
akılsız,witless,2,2.7,2.62,ADJ
akılsızca,unwise,2.42,2.76,2.98,ADJ
akılsızcasına,unwise,2.42,2.76,2.98,ADV
akılsızlık^,idiocy,2.05,2.58,2.48,NN
akım,current,3.27,2.13,3.45,ADJ
akım çevirici,commuter,2.82,2.3,3.34,NN
akım hattı,streamline,3.15,2.32,3.42,NN
akımlı,drafty,2.65,2.37,2.95,ADJ
akın,flow,3.34,2.36,3.2,NN
akın et^mek,walk,3.89,2.12,3.42,VB
akıncı,raider,2.72,2.7,2.69,NN
akıntı,leakage,2.26,3.12,2.34,NN
akıntı yönünde,downriver,3.31,2.28,2.4,ADJ
akıntılı,drafty,2.65,2.37,2.95,ADJ
akış,flow,3.34,2.36,3.2,NN
akışkan,fluid,3.03,2.52,3.38,ADJ
akıtmak,pour,3.08,2.14,3.18,VB
akkarınca,termite,2.04,2.62,2.27,NN
aklama,laundering,3.15,2.36,2.42,NN
akla>mak,launder,3.08,2.29,3.18,VB
aklanma,acquittal,3.6,2.98,3.02,NN
aklı başında,sane,3.87,2.41,3.55,ADJ
aklını oynatmak,infuriate,1.82,3.45,2.74,VB
aklıselim,prudence,3.19,2.56,3.23,ADJ
aklıselimlik^,sanity,3.48,2.53,3.61,NN
akmak,come,3.32,2.29,3.47,VB
akne,acne,1.59,2.74,2.22,NN
akordeon,accordion,3.13,1.97,3.11,NN
akordiyon,accordion,3.13,1.97,3.11,NN
akort^,chord,3.38,1.86,3.18,NN
akraba,kin,3.43,2,3.03,NN
akrabalık^,kinship,4.27,2.83,3.63,NN
akran,peer,3.32,2.53,3.53,NN
akrep^,scorpion,2.34,3.73,2.84,NN
akrilik^,acrylic,3.26,2.37,3.21,NN
akrobat,acrobat,3.5,2.95,3.21,NN
aks,axle,2.84,1.73,3.15,NN
aksaklık^,glitch,2.56,2.46,2.25,NN
akşam,evening,4.05,2.05,3.11,ADV
akşam ezanı,evening,4.05,2.05,3.11,NN
akşam karanlığı,dusk,3.32,2.26,3.14,NN
akşam namazı,evening,4.05,2.05,3.11,NN
akşam vakti,nightfall,3.82,2.5,2.4,NN
akşam yemeği,supper,3.86,2.3,3.32,NN
aksama,breakdown,2.24,2.87,2.31,NN
aksamayan,punctual,3.37,2.64,3.93,ADJ
akşamdan kalma,hangover,1.75,3.5,2.66,NN
aksan,accent,3.74,2.98,3.18,NN
aksatmak,paralyze,1.76,2.74,2.03,VB
akse,crisis,1.53,3.65,2.39,NN
akseptans,acceptance,3.92,2.65,3.75,NN
aksesuar,accessory,3.18,2.61,3.42,NN
akset^mek,hit,2.48,3.24,3.08,VB
aksettirmek,reflect,3.55,2.18,3.86,VB
aksi,sullen,1.92,2.76,2.79,ADJ
aksilik^,tantrum,2.08,3.03,2.2,NN
aksiyon,action,3.5,3.6,3.59,NN
aksiyon figürü,action figure,3.59,2.83,3.86,NN
aksırmak,sneeze,2.5,2.91,2.1,VB
aksülamel,react,3.08,3.24,3.56,NN
aktarıcı,transponder,2.98,2.28,2.84,NN
aktarılma,cycle,3.32,2.71,3.41,NN
aktarma,citation,2.35,2.4,2.43,NN
aktarmak,transfer,3.15,2.11,3.25,VB
aktif,active,3.74,3.31,3.66,ADJ
aktivite,activity,3.61,2.93,3.73,NN
aktör,actor,3.58,2.68,3.32,NN
aktöre,morality,3.74,2.88,3.75,NN
aktöresel,ethical,3.39,2.39,3.36,ADJ
aktris,actress,3.21,3.22,2.83,NN
aktüalite,actuality,3.2,3.28,3.12,NN
aktüalite filmi,newsreel,3.24,2.93,3.29,NN
aktüel,topical,3.18,2.15,3.37,ADJ
aktüelleştirme,update,3.43,2.45,3.36,NN
akuamarin,aquamarine,3.7,2.45,2.98,NN
akupunktur,acupuncture,2.91,2.95,2.89,NN
akustik^,acoustic,4.05,2.5,3.4,ADJ
akut,acute,3.05,3.05,3.06,ADJ
akvaryum,aquarium,3.72,2.65,3.57,NN
akvaryum balığı,goldfish,3.81,1.98,3.03,NN
al<ın,forehead,3.02,2.07,3.75,NN
alabalık^,trout,3.31,2.43,3.34,NN
alaca karanlık^,twilight,3.62,2.6,2.9,NN
alacak^,perception,3.53,2.29,3.6,NN
alaimisema,rainbow,4.15,2.47,3.56,NN
alaka,involvement,3.41,1.98,3.71,NN
alakadar,concerned,2.81,2.48,2.81,ADJ
alakalı,concerned,2.81,2.48,2.81,ADJ
alakasız,irrelevant,2.18,2.36,2.84,ADJ
alakasızlık^,apathy,2.34,2.4,3.08,NN
alala>mak,conceal,2.48,2.37,3.53,VB
alamet,omen,2.39,2.76,2.3,NN
alamet olmak,bode,2.86,2.5,2.95,VB
alan,field,3.37,2.42,3.37,NN
alan topu,tennis,3.2,2.45,3.34,NN
alarm,alarm,2.43,3.93,3.79,NN
alaşım,alloy,3.1,2.16,3.45,NN
alavereci,dodger,2.85,2.48,3.58,ADJ
alay,mockery,1.98,2.74,2.56,NN
alay et^mek,scoff,2.24,2.2,3.35,VB
alaycı,cynical,2.15,2.89,2.98,ADJ
alaycı kuş,mockingbird,3.69,2.81,3.24,NN
alaylı,jeering,1.76,3.29,2.66,ADJ
alaz,flame,3.45,3.8,2.82,NN
albatros,albatross,3.34,2.05,2.96,NN
albay,colonel,3.09,2.45,3.36,NN
albeni,allure,3.95,2.63,3.39,NN
albenili,dainty,3.71,1.85,3.1,ADJ
albino,albino,2.95,2.05,2.53,NN
albüm,album,3.6,3.32,3.43,NN
alçak gönüllülük^,virtue,3.85,2.78,3.58,NN
alçak^,scoundrel,2.13,3.63,2.94,ADJ
alçakça,unworthy,1.9,2.62,2.23,ADJ
alçakgönüllü,humble,3.76,2.09,3.64,ADJ
alçaklık^,meanness,2.05,3.1,3.05,NN
alçı,relief,3.82,2.71,3.32,NN
aldanmaz,wolf,3.63,3.13,2.8,ADJ
aldatıcı,deceptive,2.37,2.98,2.43,ADJ
aldatılma,picket,2.69,2,3.23,NN
aldatma,infidelity,1.55,3.35,2.43,NN
aldatmaca,scam,1.77,2.82,2.37,NN
aldatmak,deceive,1.98,3.45,2.79,VB
aldırışsız,impervious,3.11,2.68,2.79,ADJ
aldırma>mak,ignore,2.17,2.4,2.92,VB
göz ardı etmek,ignore,2.17,2.4,2.92,VB
aldırmaz,irrelevant,2.18,2.36,2.84,ADJ
aldırmazlık^,apathy,2.34,2.4,3.08,NN
alelade,commonplace,3.24,2,3.24,ADJ
alem,binge,2.27,3.09,3.11,NN
âlem,universe,3.91,2.46,2.35,NN
âlemşümul,universal,3.8,2.94,3.27,ADJ
aleniyet,openness,3.76,2.69,3.43,NN
alerji,allergy,1.95,2.45,2.25,NN
alerjik^,allergic,2,3.2,2.41,ADJ
alet,apparatus,3.25,2.5,3.07,NN
alev,flame,3.45,3.8,2.82,NN
alev makinesi,flamethrower,3.14,3.5,2.8,NN
alevlendirmek,rekindle,3.6,2.68,3.59,VB
aleyhinde,backfire,2,2.9,2.25,ADJ
aleyhte,con,2.11,2.76,2.48,ADJ
alfa,alpha,3.25,2.34,3.66,NN
alfabe,alphabet,3.48,2.08,3.4,NN
alfabetik^,alphabetical,3.66,2,3.57,ADJ
algı,perception,3.53,2.29,3.6,NN
algılama,grip,3.07,2.32,3.3,NN
algıla>mak,perceive,3.41,2.72,3.5,VB
algılayıcı,sensor,2.8,2.24,3.03,ADJ
algısal,perceptive,3.48,2.68,3.98,ADJ
algoritma,algorithm,3.15,2.35,2.52,NN
âlim,savant,3.06,2.73,3.22,NN
alıç,mayflower,3.15,1.96,3.13,NN
alıcı,taker,2.09,2.41,2.35,NN
alık^,dumb,1.72,3.15,2.7,ADJ
alıkoymak,detain,2,2.63,2.93,VB
alım,charm,4.17,2.76,3.72,NN
alımcı,bagman,2.85,1.85,2.43,NN
alımlı,tempting,3.53,3.53,3.09,ADJ
alımlılık^,charm,4.17,2.76,3.72,NN
alındı,receipt,3.21,2.75,3.19,NN
alıngan,squeamish,2.32,3.23,2.74,ADJ
alınmak,pout,2.17,2.57,3.26,VB
alıntı,citation,2.35,2.4,2.43,NN
alışılagelen,normal,3.59,1.65,3.7,ADJ
alışılmadık,unusual,3.41,2.58,2.78,ADJ
alışılmak,settle,3.31,2.2,3.58,VB
alışılmamış,unconventional,3.36,2.9,2.81,ADJ
alışılmış,habitual,2.6,2.17,3.16,ADJ
alışılmıştan,exceptional,4.16,3,3.66,ADJ
alışkanlık^,wont,2.55,2.62,3.35,NN
alışkanlıklar,tradition,3.55,2.81,3.69,NN
alışkı,custom,3.15,2.5,3.28,NN
alışkın,normal,3.59,1.65,3.7,ADJ
alışkınlık^,habit,3.1,2.78,3.34,NN
alışmak,chuck,3.03,2.48,3.02,VB
alışmışlık^,habit,3.1,2.78,3.34,NN
alıştırma,exercise,3.67,3.21,3.95,NN
alıştırmak,formulate,3.11,1.82,3.23,VB
alışveriş,business,3.24,2.36,3.18,NN
alışveriş merkezi,mall,2.73,3.15,3.5,NN
alkan,paraffin,3.05,2.06,3.15,NN
alkım,rainbow,4.15,2.47,3.56,NN
alkış,applause,4.06,3.19,3.78,NN
alkış yağmuru,ovation,3.11,3.16,4.03,NN
alkışla>mak,applaud,3.85,3.03,3.46,VB
alkol,alcohol,2.56,3.09,2.5,NN
alkolizm,alcoholism,1.5,3,2,NN
alkollü,alcoholic,1.75,3.24,2.14,ADJ
Allah,god,3.45,3.28,3,NN
Allah uzun ömür versin,banzai,3.33,2.87,3.36,UH
Allahın belası,goddamned,2.18,3.53,2.83,NN
Allahsız,godless,2.33,2.88,3.08,ADJ
allık^,rouge,3.28,2.59,3.24,NN
alma,transference,2.7,2.22,2.81,NN
almac^,buyer,3.45,2.48,3.38,NN
teslim almak,receive,4.07,2.65,3.9,VB
Alman birası,lager,3.2,2.06,3.32,NN
alman markı,deutschmark,2.71,2.12,2.63,NN
almanak^,almanac,3.28,2.12,3.44,NN
almaşık^,alternating,3.19,2.64,3.27,ADJ
Alp,alpine,3.42,2.26,3.37,NN
alp,hero,4.22,3.68,3.39,NN
alpinist,climber,3.5,2.73,3.17,NN
alt,bottom,2.31,2.1,2.22,ADJ
alt düzey,sublevel,2.98,2.16,2.78,ADJ
alt komite,subcommittee,3.05,2.58,2.95,NN
alt uzay,subspace,2.73,2.37,3.1,NN
altalanda,downfield,2.92,1.75,2.79,NN
altbölüm,subdivision,2.87,2.13,2.98,NN
alternatif,alternate,3.08,2.24,3.1,ADJ
altimetre,altimeter,2.75,2.31,3,NN
altı,six,2.93,2.09,3.29,NN
altılı ganyan,jackpot,4.05,3.31,2.68,NN
altın,gold,4.14,3.68,3.4,ADJ
altına et^mek,unhand,2.56,2.39,2.84,VB
altına koymak,underlay,2.82,2.03,2.84,VB
altında yatan,underlying,2.94,2.85,2.86,ADJ
altından,golden,4.4,2.63,3.34,ADJ
altıntop,grapefruit,3.39,2.34,3.48,NN
altmetin,subtext,2.77,2.36,2.6,NN
altmış,sixty,2.85,2.45,2.89,NN
alto,viola,3.6,2.83,3.64,NN
alttaki,nether,2.91,2.53,2.96,ADJ
altüst et^mek,bloat,2.2,2.39,2.43,VB
altyapı,infrastructure,3.07,2.58,3.17,NN
altyazı,subtitle,3.21,2.13,3.34,NN
alüminyum,aluminum,3.05,2.53,3.5,NN
alüminyum folyo,tinfoil,2.9,2.13,3,NN
alzheimer,alzheimers,1.63,2.75,1.5,NN
am,cunt,2.35,3.55,2.12,NN
amac^,purpose,3.84,3.03,4.21,NN
amade,ready,3.82,2.45,3.53,ADJ
amansız hastalık^,cancer,1.45,3.07,1.95,NN
amaretto,amaretto,3.5,2.52,3.1,NN
amatör,amateur,2.79,2.28,3.13,ADJ
ambargo,embargo,3.03,2.8,3.23,NN
ambiyans,air,3.86,2.13,3.36,NN
amblem,emblem,3.5,1.84,3.23,NN
amboli,embolism,1.57,2.59,2.53,NN
ambulans,ambulance,2.36,3.17,2.15,NN
amca,uncle,3.75,2.53,3.12,NN
ameliyat,operation,1.97,3.36,2.39,NN
ameliyat edilemez,inoperable,1.75,3.03,2.12,ADJ
ameliye,practical,3.32,2.25,3.52,NN
Amerikalı asker,GI Joe,3.34,2.91,3.09,NN
Amerikan tavşanı,jackrabbit,3.48,2.31,2.68,NN
Amerikan yabanmersini,huckleberry,3.74,2.11,3.05,NN
amfibi,amphibious,3.38,3.35,2.93,NN
amigo,cheerleader,3.4,3.25,3.5,NN
amigoluk^,cheerleading,3.35,2.98,2.8,NN
amino,amino,2.73,2.42,3.37,NN
amiral,admiral,2.9,2.53,3.34,NN
amiral gemisi,flagship,3.23,2.29,3.06,NN
amiraller,admiralty,3.58,2.64,3.54,NN
amiyane,menial,2.4,2.43,3.16,ADJ
amme,public,3.17,2.18,2.97,NN
amnezi,amnesia,2.22,3.02,2.04,NN
amonyak^,ammonia,2.37,2,2.42,NN
amonyum,ammonium,2.53,2.69,2.92,NN
amor,amorous,3.48,2.61,3.5,ADJ
amortisör,damper,2.65,2.3,2.78,NN
